,ATC,ATC_info,ATC_hierarchy,used_in_diabetes,is_terminal_category,number_of_children
5363,P01CA02,Benznidazole,"['P01CA02', 'P01CA', 'P01C', 'P01', 'P']",False,1,1
5364,P01B,Antimalarials,"['P01B', 'P01', 'P']",False,37,37
5365,P01BX,Other antimalarials,"['P01BX', 'P01B', 'P01', 'P']",False,3,3
5366,P01BX02,Arterolane and piperaquine,"['P01BX02', 'P01BX', 'P01B', 'P01', 'P']",False,1,1
5367,P01BX01,Halofantrine,"['P01BX01', 'P01BX', 'P01B', 'P01', 'P']",False,1,1
5368,P01BF,"Artemisinin and derivatives, combinations","['P01BF', 'P01B', 'P01', 'P']",False,10,10
5369,P01BF09,"Artesunate, sulfadoxine and pyrimethamine","['P01BF09', 'P01BF', 'P01B', 'P01', 'P']",False,1,1
5370,P01BF08,Artemisinin and naphthoquine,"['P01BF08', 'P01BF', 'P01B', 'P01', 'P']",False,1,1
5371,P01BF07,Artemisinin and piperaquine,"['P01BF07', 'P01BF', 'P01B', 'P01', 'P']",False,1,1
5372,P01BF06,Artesunate and pyronaridine,"['P01BF06', 'P01BF', 'P01B', 'P01', 'P']",False,1,1
5373,P01BF05,Artenimol and piperaquine,"['P01BF05', 'P01BF', 'P01B', 'P01', 'P']",False,1,1
5374,P01BF04,"Artesunate, sulfalene and pyrimethamine","['P01BF04', 'P01BF', 'P01B', 'P01', 'P']",False,1,1
5375,P01BF03,Artesunate and amodiaquine,"['P01BF03', 'P01BF', 'P01B', 'P01', 'P']",False,1,1
5376,P01BF02,Artesunate and mefloquine,"['P01BF02', 'P01BF', 'P01B', 'P01', 'P']",False,1,1
5377,P01BF01,Artemether and lumefantrine,"['P01BF01', 'P01BF', 'P01B', 'P01', 'P']",False,1,1
5378,P01BE,"Artemisinin and derivatives, plain","['P01BE', 'P01B', 'P01', 'P']",False,6,6
5379,P01BE05,Artenimol,"['P01BE05', 'P01BE', 'P01B', 'P01', 'P']",False,1,1
5380,P01BE04,Artemotil,"['P01BE04', 'P01BE', 'P01B', 'P01', 'P']",False,1,1
5381,P01BE03,Artesunate,"['P01BE03', 'P01BE', 'P01B', 'P01', 'P']",False,1,1
5382,P01BE02,Artemether,"['P01BE02', 'P01BE', 'P01B', 'P01', 'P']",False,1,1
5383,P01BE01,Artemisinin,"['P01BE01', 'P01BE', 'P01B', 'P01', 'P']",False,1,1
5384,P01BD,Diaminopyrimidines,"['P01BD', 'P01B', 'P01', 'P']",False,3,3
5385,P01BD51,"Pyrimethamine, combinations","['P01BD51', 'P01BD', 'P01B', 'P01', 'P']",False,1,1
5386,P01BD01,Pyrimethamine,"['P01BD01', 'P01BD', 'P01B', 'P01', 'P']",False,1,1
5387,P01BC,Methanolquinolines,"['P01BC', 'P01B', 'P01', 'P']",False,3,3
5388,P01BC02,Mefloquine,"['P01BC02', 'P01BC', 'P01B', 'P01', 'P']",False,1,1
5389,P01BC01,Quinine,"['P01BC01', 'P01BC', 'P01B', 'P01', 'P']",False,1,1
5390,P01BB,Biguanides,"['P01BB', 'P01B', 'P01', 'P']",False,5,5
5391,P01BB52,Chloroquine and proguanil,"['P01BB52', 'P01BB', 'P01B', 'P01', 'P']",False,1,1
5392,P01BB51,Proguanil and atovaquone,"['P01BB51', 'P01BB', 'P01B', 'P01', 'P']",False,1,1
5393,P01BB02,Cycloguanil embonate,"['P01BB02', 'P01BB', 'P01B', 'P01', 'P']",False,1,1
5394,P01BB01,Proguanil,"['P01BB01', 'P01BB', 'P01B', 'P01', 'P']",False,1,1
5395,P01BA,Aminoquinolines,"['P01BA', 'P01B', 'P01', 'P']",False,6,6
5396,P01BA07,Tafenoquine,"['P01BA07', 'P01BA', 'P01B', 'P01', 'P']",False,1,1
5397,P01BA06,Amodiaquine,"['P01BA06', 'P01BA', 'P01B', 'P01', 'P']",False,1,1
5398,P01BA03,Primaquine,"['P01BA03', 'P01BA', 'P01B', 'P01', 'P']",False,1,1
5399,P01BA02,Hydroxychloroquine,"['P01BA02', 'P01BA', 'P01B', 'P01', 'P']",False,1,1
5400,P01BA01,Chloroquine,"['P01BA01', 'P01BA', 'P01B', 'P01', 'P']",False,1,1
5401,P01A,Agents against amoebiasis and other protozoal diseases,"['P01A', 'P01', 'P']",False,40,40
5402,P01AX,Other agents against amoebiasis and other protozoal diseases,"['P01AX', 'P01A', 'P01', 'P']",False,12,12
5403,P01AX52,"Emetine, combinations","['P01AX52', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5404,P01AX11,Nitazoxanide,"['P01AX11', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5405,P01AX10,Fumagillin,"['P01AX10', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5406,P01AX09,Dehydroemetine,"['P01AX09', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5407,P01AX08,Tenonitrozole,"['P01AX08', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5408,P01AX07,Trimetrexate,"['P01AX07', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5409,P01AX06,Atovaquone,"['P01AX06', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5410,P01AX05,Mepacrine,"['P01AX05', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5411,P01AX04,Phanquinone,"['P01AX04', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5412,P01AX02,Emetine,"['P01AX02', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5413,P01AX01,Chiniofon,"['P01AX01', 'P01AX', 'P01A', 'P01', 'P']",False,1,1
5414,P01AR,Arsenic compounds,"['P01AR', 'P01A', 'P01', 'P']",False,5,5
5415,P01AR53,"Glycobiarsol, combinations","['P01AR53', 'P01AR', 'P01A', 'P01', 'P']",False,1,1
5416,P01AR03,Glycobiarsol,"['P01AR03', 'P01AR', 'P01A', 'P01', 'P']",False,1,1
5417,P01AR02,Difetarsone,"['P01AR02', 'P01AR', 'P01A', 'P01', 'P']",False,1,1
5418,P01AR01,Arsthinol,"['P01AR01', 'P01AR', 'P01A', 'P01', 'P']",False,1,1
5419,P01AC,Dichloroacetamide derivatives,"['P01AC', 'P01A', 'P01', 'P']",False,5,5
5420,P01AC04,Teclozan,"['P01AC04', 'P01AC', 'P01A', 'P01', 'P']",False,1,1
5421,P01AC03,Etofamide,"['P01AC03', 'P01AC', 'P01A', 'P01', 'P']",False,1,1
5422,P01AC02,Clefamide,"['P01AC02', 'P01AC', 'P01A', 'P01', 'P']",False,1,1
5423,P01AC01,Diloxanide,"['P01AC01', 'P01AC', 'P01A', 'P01', 'P']",False,1,1
5424,P01AB,Nitroimidazole derivatives,"['P01AB', 'P01A', 'P01', 'P']",False,10,10
5425,P01AB52,Metronidazole and diloxanide,"['P01AB52', 'P01AB', 'P01A', 'P01', 'P']",False,1,1
5426,P01AB51,Metronidazole and furazolidone,"['P01AB51', 'P01AB', 'P01A', 'P01', 'P']",False,1,1
5427,P01AB07,Secnidazole,"['P01AB07', 'P01AB', 'P01A', 'P01', 'P']",False,1,1
5428,P01AB06,Nimorazole,"['P01AB06', 'P01AB', 'P01A', 'P01', 'P']",False,1,1
5429,P01AB05,Propenidazole,"['P01AB05', 'P01AB', 'P01A', 'P01', 'P']",False,1,1
5430,P01AB04,Azanidazole,"['P01AB04', 'P01AB', 'P01A', 'P01', 'P']",False,1,1
5431,P01AB03,Ornidazole,"['P01AB03', 'P01AB', 'P01A', 'P01', 'P']",False,1,1
5432,P01AB02,Tinidazole,"['P01AB02', 'P01AB', 'P01A', 'P01', 'P']",False,1,1
5433,P01AB01,Metronidazole,"['P01AB01', 'P01AB', 'P01A', 'P01', 'P']",False,1,1
5434,P01AA,Hydroxyquinoline derivatives,"['P01AA', 'P01A', 'P01', 'P']",False,7,7
5435,P01AA30,Tilbroquinol and tiliquinol,"['P01AA30', 'P01AA', 'P01A', 'P01', 'P']",False,1,1
5436,P01AA52,"Clioquinol, combinations","['P01AA52', 'P01AA', 'P01A', 'P01', 'P']",False,1,1
5437,P01AA05,Tilbroquinol,"['P01AA05', 'P01AA', 'P01A', 'P01', 'P']",False,1,1
5438,P01AA04,Chlorquinaldol,"['P01AA04', 'P01AA', 'P01A', 'P01', 'P']",False,1,1
5439,P01AA02,Clioquinol,"['P01AA02', 'P01AA', 'P01A', 'P01', 'P']",False,1,1
5440,P01AA01,Broxyquinoline,"['P01AA01', 'P01AA', 'P01A', 'P01', 'P']",False,1,1
5441,R,Respiratory system,['R'],False,525,525
5442,R07,Other respiratory system products,"['R07', 'R']",False,25,25
5443,R07A,Other respiratory system products,"['R07A', 'R07', 'R']",False,23,23
5444,R07AX,Other respiratory system products,"['R07AX', 'R07A', 'R07', 'R']",False,6,6
5445,R07AX32,"Ivacaftor, tezacaftor and elexacaftor","['R07AX32', 'R07AX', 'R07A', 'R07', 'R']",False,1,1
5446,R07AX31,Ivacaftor and tezacaftor,"['R07AX31', 'R07AX', 'R07A', 'R07', 'R']",False,1,1
5447,R07AX30,Ivacaftor and lumacaftor,"['R07AX30', 'R07AX', 'R07A', 'R07', 'R']",False,1,1
5448,R07AX02,Ivacaftor,"['R07AX02', 'R07AX', 'R07A', 'R07', 'R']",False,1,1
5449,R07AX01,Nitric oxide,"['R07AX01', 'R07AX', 'R07A', 'R07', 'R']",False,1,1
5450,R07AB,Respiratory stimulants,"['R07AB', 'R07A', 'R07', 'R']",False,12,12
5451,R07AB53,"Pentetrazol, combinations","['R07AB53', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5452,R07AB52,"Nikethamide, combinations","['R07AB52', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5453,R07AB09,Mepixanox,"['R07AB09', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5454,R07AB08,Dimefline,"['R07AB08', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5455,R07AB07,Almitrine,"['R07AB07', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5456,R07AB06,Prethcamide,"['R07AB06', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5457,R07AB05,Bemegride,"['R07AB05', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5458,R07AB04,Etamivan,"['R07AB04', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5459,R07AB03,Pentetrazol,"['R07AB03', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5460,R07AB02,Nikethamide,"['R07AB02', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5461,R07AB01,Doxapram,"['R07AB01', 'R07AB', 'R07A', 'R07', 'R']",False,1,1
5462,R07AA,Lung surfactants,"['R07AA', 'R07A', 'R07', 'R']",False,4,4
5463,R07AA30,Combinations,"['R07AA30', 'R07AA', 'R07A', 'R07', 'R']",False,1,1
5464,R07AA02,Natural phospholipids,"['R07AA02', 'R07AA', 'R07A', 'R07', 'R']",False,1,1
5465,R07AA01,Colfosceril palmitate,"['R07AA01', 'R07AA', 'R07A', 'R07', 'R']",False,1,1
5466,R06,Antihistamines for systemic use,"['R06', 'R']",False,94,94
5467,R06A,Antihistamines for systemic use,"['R06A', 'R06', 'R']",False,92,92
5468,R06AX,Other antihistamines for systemic use,"['R06AX', 'R06A', 'R06', 'R']",False,30,30
5469,R06AX58,"Pyrrobutamine, combinations","['R06AX58', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5470,R06AX53,"Thenalidine, combinations","['R06AX53', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5471,R06AX32,Sequifenadine,"['R06AX32', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5472,R06AX31,Quifenadine,"['R06AX31', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5473,R06AX29,Bilastine,"['R06AX29', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5474,R06AX28,Rupatadine,"['R06AX28', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5475,R06AX27,Desloratadine,"['R06AX27', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5476,R06AX26,Fexofenadine,"['R06AX26', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5477,R06AX25,Mizolastine,"['R06AX25', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5478,R06AX24,Epinastine,"['R06AX24', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5479,R06AX23,Pimethixene,"['R06AX23', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5480,R06AX22,Ebastine,"['R06AX22', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5481,R06AX21,Tritoqualine,"['R06AX21', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5482,R06AX19,Azelastine,"['R06AX19', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5483,R06AX18,Acrivastine,"['R06AX18', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5484,R06AX17,Ketotifen,"['R06AX17', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5485,R06AX16,Deptropine,"['R06AX16', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5486,R06AX15,Mebhydrolin,"['R06AX15', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5487,R06AX13,Loratadine,"['R06AX13', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5488,R06AX12,Terfenadine,"['R06AX12', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5489,R06AX11,Astemizole,"['R06AX11', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5490,R06AX09,Azatadine,"['R06AX09', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5491,R06AX08,Pyrrobutamine,"['R06AX08', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5492,R06AX07,Triprolidine,"['R06AX07', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5493,R06AX05,Antazoline,"['R06AX05', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5494,R06AX04,Phenindamine,"['R06AX04', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5495,R06AX03,Thenalidine,"['R06AX03', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5496,R06AX02,Cyproheptadine,"['R06AX02', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5497,R06AX01,Bamipine,"['R06AX01', 'R06AX', 'R06A', 'R06', 'R']",False,1,1
5498,R06AK,Combinations of antihistamines,"['R06AK', 'R06A', 'R06', 'R']",False,1,1
5499,R06AE,Piperazine derivatives,"['R06AE', 'R06A', 'R06', 'R']",False,11,11
5500,R06AE55,"Meclozine, combinations","['R06AE55', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5501,R06AE53,"Cyclizine, combinations","['R06AE53', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5502,R06AE51,"Buclizine, combinations","['R06AE51', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5503,R06AE09,Levocetirizine,"['R06AE09', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5504,R06AE07,Cetirizine,"['R06AE07', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5505,R06AE06,Oxatomide,"['R06AE06', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5506,R06AE05,Meclozine,"['R06AE05', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5507,R06AE04,Chlorcyclizine,"['R06AE04', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5508,R06AE03,Cyclizine,"['R06AE03', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5509,R06AE01,Buclizine,"['R06AE01', 'R06AE', 'R06A', 'R06', 'R']",False,1,1
5510,R06AD,Phenothiazine derivatives,"['R06AD', 'R06A', 'R06', 'R']",False,12,12
5511,R06AD55,"Hydroxyethylpromethazine, combinations","['R06AD55', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5512,R06AD52,"Promethazine, combinations","['R06AD52', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5513,R06AD09,Isothipendyl,"['R06AD09', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5514,R06AD08,Oxomemazine,"['R06AD08', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5515,R06AD07,Mequitazine,"['R06AD07', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5516,R06AD06,Thiazinam,"['R06AD06', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5517,R06AD05,Hydroxyethylpromethazine,"['R06AD05', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5518,R06AD04,Methdilazine,"['R06AD04', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5519,R06AD03,Thiethylperazine,"['R06AD03', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5520,R06AD02,Promethazine,"['R06AD02', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5521,R06AD01,Alimemazine,"['R06AD01', 'R06AD', 'R06A', 'R06', 'R']",False,1,1
5522,R06AC,Substituted ethylene diamines,"['R06AC', 'R06A', 'R06', 'R']",False,9,9
5523,R06AC53,"Chloropyramine, combinations","['R06AC53', 'R06AC', 'R06A', 'R06', 'R']",False,1,1
5524,R06AC52,"Histapyrrodine, combinations","['R06AC52', 'R06AC', 'R06A', 'R06', 'R']",False,1,1
5525,R06AC06,Thonzylamine,"['R06AC06', 'R06AC', 'R06A', 'R06', 'R']",False,1,1
5526,R06AC05,Methapyrilene,"['R06AC05', 'R06AC', 'R06A', 'R06', 'R']",False,1,1
5527,R06AC04,Tripelennamine,"['R06AC04', 'R06AC', 'R06A', 'R06', 'R']",False,1,1
5528,R06AC03,Chloropyramine,"['R06AC03', 'R06AC', 'R06A', 'R06', 'R']",False,1,1
5529,R06AC02,Histapyrrodine,"['R06AC02', 'R06AC', 'R06A', 'R06', 'R']",False,1,1
5530,R06AC01,Mepyramine,"['R06AC01', 'R06AC', 'R06A', 'R06', 'R']",False,1,1
5531,R06AB,Substituted alkylamines,"['R06AB', 'R06A', 'R06', 'R']",False,12,12
5532,R06AB56,"Dexbrompheniramine, combinations","['R06AB56', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5533,R06AB54,"Chlorphenamine, combinations","['R06AB54', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5534,R06AB52,"Dexchlorpheniramine, combinations","['R06AB52', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5535,R06AB51,"Brompheniramine, combinations","['R06AB51', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5536,R06AB07,Talastine,"['R06AB07', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5537,R06AB06,Dexbrompheniramine,"['R06AB06', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5538,R06AB05,Pheniramine,"['R06AB05', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5539,R06AB04,Chlorphenamine,"['R06AB04', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5540,R06AB03,Dimetindene,"['R06AB03', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5541,R06AB02,Dexchlorpheniramine,"['R06AB02', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5542,R06AB01,Brompheniramine,"['R06AB01', 'R06AB', 'R06A', 'R06', 'R']",False,1,1
5543,R06AA,Aminoalkyl ethers,"['R06AA', 'R06A', 'R06', 'R']",False,16,16
5544,R06AA61,"Dimenhydrinate, combinations","['R06AA61', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5545,R06AA11,Dimenhydrinate,"['R06AA11', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5546,R06AA59,"Doxylamine, combinations","['R06AA59', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5547,R06AA57,"Diphenylpyraline, combinations","['R06AA57', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5548,R06AA56,"Chlorphenoxamine, combinations","['R06AA56', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5549,R06AA54,"Clemastine, combinations","['R06AA54', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5550,R06AA52,"Diphenhydramine, combinations","['R06AA52', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5551,R06AA10,Trimethobenzamide,"['R06AA10', 'R06AA', 'R06A', 'R06', 'R']",True,1,1
5552,R06AA09,Doxylamine,"['R06AA09', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5553,R06AA08,Carbinoxamine,"['R06AA08', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5554,R06AA07,Diphenylpyraline,"['R06AA07', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5555,R06AA06,Chlorphenoxamine,"['R06AA06', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5556,R06AA04,Clemastine,"['R06AA04', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5557,R06AA02,Diphenhydramine,"['R06AA02', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5558,R06AA01,Bromazine,"['R06AA01', 'R06AA', 'R06A', 'R06', 'R']",False,1,1
5559,R05,Cough and cold preparations,"['R05', 'R']",False,84,84
5560,R05X,Other cold preparations,"['R05X', 'R05', 'R']",False,1,1
5561,R05F,"Cough suppressants and expectorants, combinations","['R05F', 'R05', 'R']",False,7,7
5562,R05FB,Other cough suppressants and expectorants,"['R05FB', 'R05F', 'R05', 'R']",False,3,3
5563,R05FB02,Cough suppressants and expectorants,"['R05FB02', 'R05FB', 'R05F', 'R05', 'R']",False,1,1
5564,R05FB01,Cough suppressants and mucolytics,"['R05FB01', 'R05FB', 'R05F', 'R05', 'R']",False,1,1
5565,R05FA,Opium derivatives and expectorants,"['R05FA', 'R05F', 'R05', 'R']",False,3,3
5566,R05FA02,Opium derivatives and expectorants,"['R05FA02', 'R05FA', 'R05F', 'R05', 'R']",False,1,1
5567,R05FA01,Opium derivatives and mucolytics,"['R05FA01', 'R05FA', 'R05F', 'R05', 'R']",False,1,1
5568,R05D,"Cough suppressants, excl. combinations with expectorants","['R05D', 'R05', 'R']",False,42,42
5569,R05DB,Other cough suppressants,"['R05DB', 'R05D', 'R05', 'R']",False,28,28
5570,R05DB29,Gefapixant,"['R05DB29', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5571,R05DB28,Dimethoxanate,"['R05DB28', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5572,R05DB27,Levodropropizine,"['R05DB27', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5573,R05DB26,Nepinalone,"['R05DB26', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5574,R05DB25,Morclofone,"['R05DB25', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5575,R05DB24,Tipepidine,"['R05DB24', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5576,R05DB23,Piperidione,"['R05DB23', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5577,R05DB22,Meprotixol,"['R05DB22', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5578,R05DB21,Cloperastine,"['R05DB21', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5579,R05DB20,Combinations,"['R05DB20', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5580,R05DB19,Dropropizine,"['R05DB19', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5581,R05DB18,Prenoxdiazine,"['R05DB18', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5582,R05DB17,Droxypropine,"['R05DB17', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5583,R05DB16,Dibunate,"['R05DB16', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5584,R05DB15,Zipeprol,"['R05DB15', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5585,R05DB14,Fedrilate,"['R05DB14', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5586,R05DB13,Butamirate,"['R05DB13', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5587,R05DB12,Bibenzonium bromide,"['R05DB12', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5588,R05DB11,Pipazetate,"['R05DB11', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5589,R05DB10,Clofedanol,"['R05DB10', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5590,R05DB09,Oxeladin,"['R05DB09', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5591,R05DB07,Oxolamine,"['R05DB07', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5592,R05DB05,Pentoxyverine,"['R05DB05', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5593,R05DB04,Isoaminile,"['R05DB04', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5594,R05DB03,Clobutinol,"['R05DB03', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5595,R05DB02,Benproperine,"['R05DB02', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5596,R05DB01,Benzonatate,"['R05DB01', 'R05DB', 'R05D', 'R05', 'R']",False,1,1
5597,R05DA,Opium alkaloids and derivatives,"['R05DA', 'R05D', 'R05', 'R']",False,13,13
5598,R05DA20,Combinations,"['R05DA20', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5599,R05DA12,Acetyldihydrocodeine,"['R05DA12', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5600,R05DA11,Dimemorfan,"['R05DA11', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5601,R05DA10,Thebacon,"['R05DA10', 'R05DA', 'R05D', 'R05', 'R']",True,1,1
5602,R05DA09,Dextromethorphan,"['R05DA09', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5603,R05DA08,Pholcodine,"['R05DA08', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5604,R05DA07,Noscapine,"['R05DA07', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5605,R05DA06,Normethadone,"['R05DA06', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5606,R05DA05,Opium alkaloids with morphine,"['R05DA05', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5607,R05DA04,Codeine,"['R05DA04', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5608,R05DA03,Hydrocodone,"['R05DA03', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5609,R05DA01,Ethylmorphine,"['R05DA01', 'R05DA', 'R05D', 'R05', 'R']",False,1,1
5610,R05C,"Expectorants, excl. combinations with cough suppressants","['R05C', 'R05', 'R']",False,31,31
5611,R05CB,Mucolytics,"['R05CB', 'R05C', 'R05', 'R']",False,16,16
5612,R05CB16,Mannitol,"['R05CB16', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5613,R05CB15,Erdosteine,"['R05CB15', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5614,R05CB14,Neltenexine,"['R05CB14', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5615,R05CB13,Dornase alfa (desoxyribonuclease),"['R05CB13', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5616,R05CB11,Stepronin,"['R05CB11', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5617,R05CB10,Combinations,"['R05CB10', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5618,R05CB09,Letosteine,"['R05CB09', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5619,R05CB08,Domiodol,"['R05CB08', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5620,R05CB07,Sobrerol,"['R05CB07', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5621,R05CB06,Ambroxol,"['R05CB06', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5622,R05CB05,Mesna,"['R05CB05', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
5623,R05CB04,Eprazinone,"['R05CB04', 'R05CB', 'R05C', 'R05', 'R']",False,1,1
